symbol,sector,industry,longName,volume,profitMargins,sharesOutstanding,regularMarketPreviousClose,trailingPE,priceToBook
0239.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Pak Fah Yeow International Limited,20000,0.26107,0,2.59,21.583334,1.0456197
0240.HK,Industrials,Engineering & Construction,Build King Holdings Limited,320000,0.05114,1241880064,0.9,2.7108433,1.0650887
0241.HK,Healthcare,Pharmaceutical Retailers,Alibaba Health Information Technology Limited,1899976,0.00014,12015599616,8.66,,223.07692
0242.HK,Industrials,Conglomerates,Shun Tak Holdings Limited,762330,0.4629,3021479936,3.09,2.0078225,0.26437768
0243.HK,Technology,Semiconductors,QPL International Holdings Limited,5000,-0.16065,2256270080,0.04,,0.19323671
0244.HK,Consumer Cyclical,Department Stores,"The Sincere Company, Limited",160000,-0.46936,1053520000,0.195,,4.9189186
0245.HK,Financial Services,Asset Management,China Minsheng Financial Holding Corporation Limited,730100,-1.99719,34714501120,0.092,,0.48404256
0247.HK,Real Estate,Real Estate Services,Tsim Sha Tsui Properties Limited,4000,0.40987,1881840000,25.2,12.413794,0.5994719
0248.HK,Technology,Communication Equipment,HKC International Holdings Limited,32415,-0.01661,1245330048,0.084,,0.33189657
0250.HK,Technology,Information Technology Services,Sino-i Technology Limited,300000,-0.01924,21720500224,0.055,22.916666,0.78571427
0251.HK,Real Estate,Real Estate—Diversified,S E A Holdings Limited,32000,0.15908,662209024,7.52,41.758244,0.8185245
0252.HK,Consumer Cyclical,Packaging & Containers,Southeast Asia Properties & Finance Limited,20000,-0.1752,225420000,3.4,,0.64211524
0253.HK,Consumer Cyclical,Lodging,Shun Ho Holdings Limited,2200,0.2682,304368992,1.57,1.1847233,0.09334888
0255.HK,Industrials,Metal Fabrication,Lung Kee (Bermuda) Holdings Limited,12000,0.050019998,631676992,2.52,9.336792,0.737489
0256.HK,Consumer Cyclical,Luxury Goods,Citychamp Watch & Jewellery Group Limited,715947,0.04088,4351889920,1.61,34.9892,1.5621988
0257.HK,Industrials,Waste Management,China Everbright International Limited,5742481,0.14995,6142980096,5.89,6.972135,1.0342442
0258.HK,Real Estate,Real Estate—Diversified,Tomson Group Limited,14000,0.30313,1971030016,1.9,9.290954,0.30356288
0259.HK,Technology,Electronic Components,Yeebo (International Holdings) Limited,62000,0.30302998,999641024,1.14,3.9446366,0.65031374
0260.HK,Energy,Oil & Gas Refining & Marketing,AVIC Joy Holdings (HK) Limited,1450001,0.0,5943750144,0.036,,35.999996
0261.HK,Technology,Communication Equipment,Greater Bay Area Investments Group Holdings Limited,59680000,-0.27385,183845994496,0.01,,1.6666666
0262.HK,Real Estate,Real Estate—Development,Deson Development International Holdings Limited,15000,0.070199996,977880000,0.194,6.9039145,0.12125
0263.HK,Financial Services,Capital Markets,GT Group Holdings Limited,114200,0.0,140192000,0.2,0.28985506,0.47169814
0264.HK,Consumer Cyclical,Apparel Manufacturing,Ascent International Holdings Limited,64000,-0.58397,382704000,1.41,,29.375
0265.HK,Consumer Cyclical,Travel Services,Orient Victory Travel Group Company Limited,540000,-0.21218,12922099712,0.099,990,2.0204082
0266.HK,Real Estate,Real Estate Services,Tian Teck Land Limited,30000,-0.34331,474732000,7.3,45.625004,0.5011671
0267.HK,Industrials,Conglomerates,CITIC Limited,2104750,0.07478,29090299904,9.9,5.705202,0.4944147
0268.HK,Technology,Software—Application,Kingdee International Software Group Company Limited,3662635,0.11675,3319660032,8.03,53.135883,32.571426
0269.HK,Industrials,Infrastructure Operations,China Resources and Transportation Group Limited,1035000,-1.3026401,7442400256,0.03,,
0270.HK,Utilities,Utilities—Regulated Water,Guangdong Investment Limited,5092251,0.33413,6537820160,16.06,20.935993,2.598285
0271.HK,Real Estate,Real Estate Services,Asiasec Properties Limited,1000,1.3157201,0,1.27,14.7577095,0.37377965
0272.HK,Real Estate,Real Estate—Development,Shui On Land Limited,724090,0.14637999,8062219776,1.7,6.336901,2.040573
0273.HK,Consumer Defensive,Household & Personal Products,Mason Group Holdings Limited,57400315,0.014099999,44364898304,0.06,1.3472486,0.5
0274.HK,Basic Materials,Gold,China Billion Resources Limited,1080000,-2.55452,21048500224,0.017,,1.7000002
0275.HK,Real Estate,Real Estate—Development,Master Glory Group Limited,44000,-0.91573,514908992,0.26,,0.034386985
0276.HK,Energy,Thermal Coal,Mongolia Energy Corporation Limited,478520,-0.24279,1881260032,0.074,,
0277.HK,Real Estate,Real Estate Services,Tern Properties Company Limited,1200,0.0,277232992,4.482,54,0.37641725
0278.HK,Real Estate,Real Estate Services,Wah Ha Realty Company Limited,16000,0.69254994,120960000,7.2,6.371681,0.63341254
0279.HK,Financial Services,Financial Conglomerates,Freeman FinTech Corporation Limited,444000,0.0,1568179968,0.103,,0.06573069
0280.HK,Consumer Cyclical,Luxury Goods,King Fook Holdings Limited,334000,0.01328,913649984,0.325,400,0.46242777
0281.HK,Financial Services,Capital Markets,Rivera (Holdings) Limited,262000,30.60988,2608549888,0.485,7.2901325,0.48816565
0282.HK,Communication Services,Publishing,Next Digital Limited,510000,-0.3035,2636209920,0.248,,0.9293681
0285.HK,Technology,Communication Equipment,BYD Electronic (International) Company Limited,2291674,0.03635,2253199872,15.5,13.83504,15.325978
0286.HK,Healthcare,Medical Care Facilities,Aidigong Maternal & Child Health Limited,13728609,-0.012410001,3730919936,0.55,771.42865,2.16
0287.HK,Real Estate,Real Estate Services,Winfair Investment Company Limited,2000,2.62393,40000000,10.6,2.5603867,0.3341951
0288.HK,Consumer Defensive,Packaged Foods,WH Group Limited,12335905,0.04423,14675500032,7.95,,13.971631
0289.HK,Consumer Cyclical,Department Stores,Wing On Company International Limited,10000,1.03847,293068992,22.15,3.790895,0.32936293
0290.HK,Financial Services,Capital Markets,China Fortune Financial Group Limited,2016000,-0.79289,9153080320,0.057,,1.4000001
0291.HK,Consumer Defensive,Beverages—Brewers,China Resources Beer (Holdings) Company Limited,1657876,0.04045,3244179968,40.8,119.88407,44.414318
0292.HK,Consumer Cyclical,Lodging,Asia Standard Hotel Group Limited,154872,0.35777,2018040064,0.29,,0.13828237
0293.HK,Industrials,Airlines,Cathay Pacific Airways Limited,834938,0.03546,3933839872,10.28,17.315435,0.6488525
0294.HK,Consumer Cyclical,Apparel Manufacturing,Yangtzekiang Garment Limited,276,0.00274,206748000,2.9,26.363638,0.52910054
0295.HK,Utilities,Utilities—Renewable,Kong Sun Holdings Limited,3750000,-0.01881,14964400128,0.079,,1.1969697
0296.HK,Consumer Cyclical,Resorts & Casinos,Emperor Entertainment Hotel Limited,20000,0.29830998,1234969984,1.57,5.448276,0.42054832
0297.HK,Basic Materials,Agricultural Inputs,Sinofert Holdings Limited,796000,0.024600001,7024459776,0.75,10.041236,4.77707
0298.HK,Real Estate,Real Estate—Development,Chuang's China Investments Limited,310000,0.61532,2348839936,0.435,6.0139856,0.25014544
0299.HK,Financial Services,Capital Markets,Glory Sun Land Group Limited,205000,-0.00949,4550110208,0.85,30.357143,1.0167464
0302.HK,Communication Services,Electronic Gaming & Multimedia,CMGE Technology Group Limited,15756000,0.16666001,,2.67,,
0303.HK,Technology,Communication Equipment,Vtech Holdings Limited,104831,0.08727,251779008,74.65,13.889361,32.912792
0305.HK,Consumer Cyclical,Auto Manufacturers,Wuling Motors Holdings Limited,681500,0.0014200001,2050109952,0.25,6.364238,
0306.HK,Industrials,Railroads,Kwoon Chung Bus Holdings Limited,2000,0.069120005,461686016,2.9,5.2823315,0.64230347
0308.HK,Consumer Cyclical,Leisure,China Travel International Investment Hong Kong Limited,1580000,0.15607001,5448589824,1.21,9.603175,0.40212697
0309.HK,Industrials,Specialty Business Services,Xinhua News Media Holdings Limited,229000,0.01672,1609200000,0.136,,1.4827586
0310.HK,Financial Services,Capital Markets,Prosperity Investment Holdings Limited,2535000,0.0,1211320064,0.029,1.8124999,0.18238994
0311.HK,Consumer Cyclical,Apparel Manufacturing,Luen Thai Holdings Limited,2000,0.02228,1034110016,0.69,,3.5025382
0312.HK,Consumer Cyclical,Department Stores,Shirble Department Store Holdings (China) Limited,80000,0.12538,2495000064,1.28,28.10469,14.88372
0313.HK,Real Estate,Real Estate Services,Richly Field China Development Limited,10500000,-0.55237997,23336699904,0.013,,1
0315.HK,Communication Services,Telecom Services,SmarTone Telecommunications Holdings Limited,54440,0.07513,1120850048,5.91,10.497335,1.3136252
0316.HK,Industrials,Marine Shipping,Orient Overseas (International) Limited,42345,0.0381,625793024,53.45,39.659645,7.050105
0317.HK,Industrials,Aerospace & Defense,CSSC Offshore & Marine Engineering (Group) Company Limited,196000,-0.063,592070976,5.64,,4.763912
0318.HK,Financial Services,Capital Markets,Vongroup Limited,55000,0.63246,192190000,0.345,,0.17310587
0320.HK,Technology,Consumer Electronics,Computime Group Limited,4000,0.00059,839740032,0.73,59.349598,0.49761418
0321.HK,Consumer Cyclical,Textile Manufacturing,Texwinca Holdings Limited,80000,0.04237,1381699968,2.05,8.553191,0.53400636
0322.HK,Consumer Defensive,Packaged Foods,Tingyi (Cayman Islands) Holding Corp.,1176000,0.0442,5617970176,12.7,26.037703,23.98524
0323.HK,Basic Materials,Steel,Maanshan Iron & Steel Company Limited,76625,0.02387,1732930048,2.99,3.4366176,5.421903
0326.HK,Communication Services,Entertainment,China Star Entertainment Limited,4265933,0.0,2711000064,1.45,9.508197,0.90455395
0327.HK,Industrials,Business Equipment & Supplies,PAX Global Technology Limited,182000,0.12015,1100189952,3.25,6.8210526,0.788705
0328.HK,Technology,Consumer Electronics,Alco Holdings Limited,18000,-0.5117,723244992,0.37,,0.25607353
0329.HK,Consumer Defensive,Beverages—Wineries & Distilleries,OCI International Holdings Limited,4785,-1.26827,1059750016,1.05,,3.9662447
0330.HK,Consumer Cyclical,Apparel Retail,Esprit Holdings Limited,66200,-0.16579,1887000064,1.57,,0.44625318
0331.HK,Industrials,Engineering & Construction,FSE Services Group Limited,413000,0.0502,450000000,3.641,6.781818,2.1736598
0332.HK,Energy,Oil & Gas Equipment & Services,Yuan Heng Gas Holdings Limited,1640000,0.00423,6545619968,0.48,95.63658,15.4838705
0333.HK,Consumer Cyclical,Apparel Manufacturing,Top Form International Limited,1200,-0.04996,215038000,1.08,,0.45056322
0334.HK,Technology,Electronic Components,China Display Optoelectronics Technology Holdings Limited,40000,0.01418,2086720000,0.485,,14.848485
0335.HK,Financial Services,Capital Markets,Upbest Group Limited,22000,2.1891499,2682319872,0.98,2.5839794,1.0204082
0336.HK,Basic Materials,Chemicals,Huabao International Holdings Limited,272000,0.33280998,3107840000,2.77,7.4284244,4.955277
0337.HK,Real Estate,Real Estate Services,Greenland Hong Kong Holdings Limited,329000,0.13235,2791889920,3.2,4.621724,5.9776535
0338.HK,Energy,Oil & Gas Refining & Marketing,Sinopec Shanghai Petrochemical Company Limited,475500,0.02237,3495000064,2.19,3.8836334,5.215311
0339.HK,,,Core Economy Investment Group Limited,10000,,,0.79,,
0340.HK,,,Tongguan Gold Group Limited,74400,,,0.54,27.894735,
0341.HK,Consumer Cyclical,Restaurants,Cafe de Coral Holdings Limited,40000,0.05974,585542976,19.1,18.72549,3.8453796
0342.HK,Energy,Oil & Gas Refining & Marketing,NewOcean Energy Holdings Limited,4000,0.02451,1468120064,1.13,2.173077,0.21308693
0343.HK,Communication Services,Publishing,Culturecom Holdings Limited,90960,-0.61916,1390659968,0.125,,0.6510417
0345.HK,Consumer Defensive,Beverages—Non-Alcoholic,Vitasoy International Holdings Limited,642000,0.091630004,1063379968,28.05,43.59756,9.492201
0346.HK,Energy,Oil & Gas Integrated,Yanchang Petroleum International Limited,110000,-0.0032300001,12145600512,0.047,,0.4159292
0347.HK,Basic Materials,Steel,Angang Steel Company Limited,547554,0.02686,1411539968,3.03,,2.806361
0348.HK,Consumer Cyclical,Leisure,China Healthwise Holdings Limited,978000,-0.30815,7860060160,0.034,,0.7727273
0351.HK,Industrials,Marine Shipping,Asia Energy Logistics Group Limited,180000,-2.12012,495975008,0.31,,
0352.HK,Real Estate,Real Estate Services,Fortune Sun (China) Holdings Limited,204000,-0.55659,246183008,0.5,,15.151515
0353.HK,Energy,Oil & Gas E&P,Energy International Investments Holdings Limited,2440000,-0.23501,5444850176,0.106,,0.7535211
0354.HK,Technology,Information Technology Services,Chinasoft International Limited,2150000,0.06364,2444229888,4.08,12.189973,11.74785
0355.HK,Consumer Cyclical,Lodging,Century City International Holdings Limited,425800,0.03113,3203800064,0.56,14.249365,0.16475435
0356.HK,Financial Services,Capital Markets,DT Capital Limited,510000,0.0,2279399936,0.045,56.250004,0.5921053
0357.HK,Industrials,Airports & Air Services,Hainan Meilan International Airport Company Limited,94000,0.33029997,226912992,4.92,3.3052511,3.5138986
0358.HK,Basic Materials,Other Industrial Metals & Mining,Jiangxi Copper Company Limited,1032023,0.01102,1387480064,9.5,12.145241,4.4690676
0359.HK,Consumer Defensive,Beverages—Non-Alcoholic,"China Haisheng Juice Holdings Co., Ltd",80000,0.01471,1289789952,0.166,2.3591275,1.2388059
0360.HK,Consumer Cyclical,Auto Parts,New Focus Auto Tech Holdings Limited,3948000,-0.00597,6767640064,0.073,3.4844868,3.65
0361.HK,Consumer Cyclical,Leisure,Sino Golf Holdings Limited,140000,-0.14026,5201249792,0.045,,0.8181819
0362.HK,,,Xinyang Maojian Group Limited,20000,,,0.36,,
0363.HK,Industrials,Conglomerates,Shanghai Industrial Holdings Limited,22868,0.105900005,1087209984,14.18,4.644488,0.3624055
0365.HK,Industrials,Specialty Industrial Machinery,Unisplendour Technology (Holdings) Limited,158000,-0.36294997,1455000064,1.23,,5.426009
0366.HK,Basic Materials,Building Materials,Luks Group (Vietnam Holdings) Company Limited,64000,0.23813999,505296992,1.63,5.7192984,0.34100416
0367.HK,Real Estate,Real Estate Services,Chuang's Consortium International Limited,213639,1.23957,1672550016,1.46,2.0043633,0.20646068
0369.HK,Real Estate,Real Estate—Development,Wing Tai Properties Limited,2000,0.54737,1351920000,4.95,5.1030927,0.23374414
0370.HK,Consumer Cyclical,Specialty Retail,China Best Group Holding Limited,220000,-0.51595,5084279808,0.197,,0.8208333
0371.HK,Utilities,Utilities—Regulated Water,Beijing Enterprises Water Group Limited,178778,0.18655,10021199872,3.83,7.994156,1.287395
0372.HK,Financial Services,Capital Markets,PT International Development Corporation Limited,244000,-0.68758005,2018279936,0.41,2.9861617,1.1171662
0373.HK,Financial Services,Credit Services,Allied Group Limited,220,0.31305,175754000,39.5,4.089027,0.25782955
0374.HK,Consumer Defensive,Food Distribution,Four Seas Mercantile Holdings Limited,10000,0.00852,384257984,3.34,42.82051,0.9427039
0375.HK,Consumer Cyclical,Apparel Retail,YGM Trading Limited,1000,0.23732,165864000,4.3,7.962963,1.2146894
0376.HK,Financial Services,Capital Markets,Yunfeng Financial Group Limited,32000,0.014140001,3223330048,3.25,,1.1439368
0377.HK,Consumer Cyclical,Packaging & Containers,Huajun International Group Limited,160,-0.14679,61543100,11.2,,1.76172
0378.HK,Industrials,Electrical Equipment & Parts,FDG Kinetic Limited,1024175,0.0,6753290240,0.047,,0.8979592
0379.HK,Financial Services,Credit Services,"China Ever Grand Financial Leasing Group Co., Ltd.",50000,0.0,11919200256,0.017,56.666668,0.26153848
0380.HK,Consumer Cyclical,Home Improvement Retail,Softpower International Limited,104000,0.01908,1333270016,0.178,9.128205,0.44059405
0381.HK,Consumer Cyclical,Leisure,Kiu Hung International Holdings Limited,1090000,-0.67974,9890379776,0.017,,0.33962262
0382.HK,Consumer Defensive,Education & Training Services,Edvantage Group Holdings Limited,2000,0.3078,,4.39,14.35582,
0383.HK,Healthcare,Medical Care Facilities,China Medical & HealthCare Group Limited,520000,0.02917,14480100352,0.153,,1.1904762
0384.HK,Utilities,Utilities—Regulated Gas,China Gas Holdings Limited,1061864,0.15245,5071470080,28.1,17.361963,4.1020436
0385.HK,Industrials,Engineering & Construction,Chinney Alliance Group Limited,18400,0.035,594899008,1.38,4.194529,0.43615675
0386.HK,Energy,Oil & Gas Integrated,China Petroleum & Chemical Corporation,14501129,0.01498,25513400320,4.39,7.557627,4.834437
0387.HK,Industrials,Specialty Industrial Machinery,Leeport (Holdings) Limited,4000,-0.00559,230076000,0.81,9.700599,0.44262293
0388.HK,Financial Services,Financial Data & Stock Exchanges,Hong Kong Exchanges and Clearing Limited,904542,0.5737,1261200000,245.4,32.32,7.1506534
0389.HK,Consumer Defensive,Beverages—Wineries & Distilleries,China Tontine Wines Group Limited,306000,-0.04223,2013020032,0.139,,3.111111
0390.HK,Industrials,Engineering & Construction,China Railway Group Limited,2142005,0.02404,4207389952,4.54,5.52895,4.0213523
0391.HK,Communication Services,Entertainment,Mei Ah Entertainment Group Limited,1300000,-0.75079,5923740160,0.182,,2.1666667
0392.HK,Industrials,Conglomerates,Beijing Enterprises Holdings Limited,133500,0.11906999,1262050048,34.4,5.7666664,0.60523367
0393.HK,Consumer Cyclical,Apparel Manufacturing,Glorious Sun Enterprises Limited,36000,0.10054,1528339968,0.84,12.0,0.51313376
0395.HK,Technology,Software—Application,Smartac Group China Holdings Limited,696000,0.0,5635970048,0.169,,57.666664
0396.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Hing Lee (HK) Holdings Limited,532000,-0.41647997,808096000,0.19,,0.5013192
0397.HK,Industrials,Conglomerates,Power Financial Group Limited,99700,0.0,2783549952,0.081,0.9757038,0.15370019
0398.HK,Consumer Cyclical,Luxury Goods,Oriental Watch Holdings Limited,370000,0.05603,570358016,1.97,8.137134,0.53243244
